Summer Pre-chorus,C_2,C_2,G_7_s4/D,G_7_s4/D,C_2/E,C_2/E,F_6,G_7_s4/D,C_2,C_2,G_7_s4/D,G_7_s4/D,C_2/E,C_2/E,F_6,G_7_s4/D,F_2_(11),F_2_(11),C_7_s4/G,C_7_s4/G,F_2_(11)/A,F_2_(11)/A,Bb_6,C_7_s4/G,F_2_(11),F_2_(11),C_7_s4/G,C_7_s4/G,F_2_(11)/A,F_2_(11)/A,Bb_6,C_7_s4/G,C
Granzort Verse 1,C,C,C,C,D_7/C,D_7/C,D_7/C,D_7/C,Dm_7/C,Dm_7/C,Dm_7/C,Dm_7/C,C,C,C,C,Bb,Bb,Bb,Bb,F_(11)/A,F_(11)/A,F_(11)/A,F_(11)/A,Ab,Ab,Ab,Ab,G,G,G,G,C
Granzort Verse 2,C,C,C,C,D_7/C,D_7/C,D_7/C,D_7/C,Dm_7/C,Dm_7/C,Dm_7/C,Dm_7/C,C,C,C,C,Bb,Bb,Bb,Bb,C,C,C,C,Db,Db,Eb_(7),Eb_(7)/Bb,F_(11),F_(11),F_(11),F_(11),C
Don't worry Verse,C,C,G/B,G/B,Am,Am,C/G,C/G,F_M7,F_M7,G,G,C_s4,C_s4,C,G,C,C,G/B,G/B,Am,Am,Em,Em,F_M7,F_M7,G_6,G_6,C_s4,C_s4,C,C,C
Emergency Room Verse,C,C,C,C,E_7/5,E_7/5,E_7/5,E_7/5,Am,Am,C/5,C/5,F,F,F,C/3,Dm,Dm,G,G_7/7,Ehdim,Ehdim,A_7,A_7,Dm_7,Dm_7,Dm_7/7,Dm_7/7,G_9_s4,G_9_s4,G,G,C
Emergency Room Pre-chorus,F,F,Fm_6,Fm_6,C,C,C,C,Bhdim,Bhdim,E_7,E_7,Am,Am,Gm_7,C_7,F_M9,F_M9,Fm_6_(11),Fm_6_(11),Ehdim,Ehdim,A_7,A_7,Dm_7,Dm_7,Dm_7,Dm_7,G_9_s4,G_9_s4,G,G,C
Emergency Room Chorus,C,C,C,C,Em_7,Em_7,Em_7,Em_7,F,F,Fm_6,Fm_6,C,C,Gm_11/3,C_7,F,F,Fm_6,Fm_6,C/5,C/5,F#hdim,F#hdim,F,F_6,C/3,C/3,Dm_7,Dm_7,G_s4,G,C
Under The Bridge Verse,C,C,G,G,Am,Am,Em,F,C,C,G,G,Am,Am,F,F,C,C,G,G,Am,Am,Em,F,C,C,G,G,Am,Am,F,F,C
A Day in the Life Verse,C,C,Em/B,Em/B,Am_7,Am_7,Am_7,Am_7/E,F,F,F_M7/E,F_M7/E,Dm_s2,Dm_s2,Dm_s2/A,G/B,C,C,Em,Em,Am_7,Am_7,Am_7/G,Am_7/E,F,F,Bb,Bb,Am,Am,F,G,C
Concierto de Aranjuez Verse,Am,Am,Am,Am,Am,Am,G,G,Am,Am,Am,Am,Am,Am,Am,Am,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,E_b9_s4,E_b9_s4,E_#9,E_#9,E_b9,E_b9,E_7,E_7,Am
Prelude no 1 in C major Intro,C,C,C,C,Dm_7/C,Dm_7/C,Dm_7/C,Dm_7/C,G_7/B,G_7/B,G_7/B,G_7/B,C,C,C,C,Am/C,Am/C,Am/C,Am/C,D_7/C,D_7/C,D_7/C,D_7/C,G/B,G/B,G/B,G/B,C_M7/B,C_M7/B,C_M7/B,C_M7/B,C
"Joyful, Joyful We Adore Thee",C,C,C_2_s4,C,G,G_7,G_v46,G_7/F,C/E,C/E,G/D,C,G_v46,G_v46,G_7,G_7,C,C,C_2_s4,C_7,C_7,Dm,Am/E,F_s6,C/E,C,G_7,G_v46,G_7,G_7,C,C,C
Concierto de Aranjuez Chorus,F,F,F,F,F_M7,F_M7,F_6,F_6,Em,Em,Em,Em,Em_7,Em_7,C_M7/E,C_M7/E,Dm,Dm,Dm,Dm,Dm_7,Dm_7,Dm_6,Dm_6,C_6,C_6,E_s4,E_s4,E_b9,E_b9,E_7,E_7,Am
Air on the G String Verse,C,C,C_M7/B,C_M7/B,Am,Am,Am_7/G,Am_7/G,F_M7,F_M7,D_7/F#,D_7/F#,G,G,G_7/F,G_7/F,Ehdim,Ehdim,Ehdim/D,Ehdim/D,A_7/C#,A_7/C#,A_7,A_7,Dm,Dm,Dm_7/C,Dm_7/C,G/B,G/B,G_7,G_7,C
My Soul,F,F,G,G,C,C,Am,Am,F,F,G_v46,G_7,Am,Am,Am,Am,F,F,G,G,C,C,Am,Am,F,F,G,G,Am_7,Am_7,Am,Am,Am
My Way,C,C,C,C,Em_7/B,Em_7/B,Em_7/B,Em_7/B,Ehdim/Bb,Ehdim/Bb,Ehdim/Bb,Ehdim/Bb,A_7_s4,A_7_s4,A_7,A_7/C#,Dm,Dm,Dm,Dm,Dm_7/C,Dm_7/C,Dm_7/C,Dm_7/C,G_7/B,G_7/B,G_7/B,G_7,C,C,C,C/G,C
It's going to be the special,C,C,G,G,Am,Am,F,F,C,C,Em_7,Em_7,F,F,G,G,C,C,G,G,Am,Am,F,F,G_v46,G_v46,G,G,C_2_b6_s4,C_2_b6_s4,C,C,C
For the beauty of the earth vesre ,C,C,G,G,F,F,C,C,C,C_M7,F,F,G_v46,G,G,G_7,Am,Am,Am_7,Am_7,Dm_7,Dm_7,Dm_7,Dm_7,G_7,G_7,G_7,G_7,C,C,Dm_7,G_7,C
Laskar Pelangi Verse 1,C,C,C,C,F_6,F_6,F,F,C,C,C,C,F_6,F_6,F_M13,F_M13,Em,Em,Em,Em,Fm,Fm,Fm_6,Fm_6,Em,Em,Em,Em,Fm,Fm,Fm_6,Fm_6,C
Laskar Pelangi Pre-Chorus,C,C,C,C,F_6,F_6,F_6,F,Em,Em,Em,Em,F,F,G,G,Am_7,Am_7,Am_7,Am_7,Em,Em,Em,Em,F,F,F,F,G,G,G,G,C
Laskar Pelangi Verse 2,C,C,C,C,F_2,F_2,F,F,C,C,C,C,F_2,F_2,F,F,Dm_7,Dm_7,Dm_7,Dm_7,C/E,C/E,C/E,C/E,Fm,Fm,Fm,Fm,G_s4,G_s4,G_s4,G,C
Laskar Pelangi Chorus,C,C,C,C/G,F_M7,F_M7,F_M7,Dm_9,C,C,C,C/G,F_M#11,F_M#11,F_2,Dm_11,Am,Am,F,F,C,C,G_s4,G,Am,Am,F,F,Dm_7,Dm_7,G_s4,G,C
I Believe I Can Fly Verse,C,C,C,C,Dhdim/C,Dhdim/C,Dhdim/C,Dhdim/C,C,C,C,C,Dhdim/C,Dhdim/C,Dhdim/C,C_7_aug/E,Am_7,Am_7,Am_7,Am_7,Fm_6/Ab,Fm_6/Ab,Fm_6/Ab,Fm_6/Ab,G_v46,G_v46,G_v46,G_v46,G_7,G_7,G,G,C
I Believe I Can Fly Chorus,C,C,C,C,Am_11,Am_11,Am_11,Am_11,Dm_7,Dm_7,Dm_7,Dm_7,G_7_s4,G_7_s4,G_7_s4,E_b9/G#,Am_9,Am_9,Am_9,Am_9,Fm_6/Ab,Fm_6/Ab,Fm_6/Ab,Fm_6/Ab,G_v46,G_v46,G_v46,G_v46,Fm_6/Ab,Fm_6/Ab,Fm_6/Ab,Fm_6/Ab,C
Song From A Secret Garden Verse,Am,Am,Dm,Dm,G,G,C_M7,C_M7,F,F,Dm,Dm,E_s4,E_s4,E,E_7,Am,Am,Dm,Dm,G,G,C_M7,C_M7,F,F,Dm,Dm,Am,Am,Am,Am,Am
Celebration chorus 1,C,C,F/C,F/C,C,C,C,C,F,C/E,Dm_7,C,G,G,G_7,G_7/F,C/E,C/E,F,F,G,G,G,G_7,Am,Am,Dm,Dm,G,G,G,G,C
Celebration chorus 2,C,C,F/C,F/C,C,C,C,C/E,F,C/E,Dm_7,C,G,G,G_7,G_7/F,C/E,C/E,F,F,G,G,G,G_7/F,C/E,F,G,C,C,C,C,C,C
Celebration,Am,Am,Dm/A,Dm/A,Am,Am,Am,Am,Am,Am,Am_M9,Am_M9,Am,Am,Am,Am,Am,Am,Dm/A,Dm/A,Am,Am,Am,Am,Am,Am,Am_M9,Am_M9,Am,Am,G_7,G_7,Am
Shining The Morning - a,C,C_2,C/E,C/E,F,F,G,G_7,Em,Em_7,Am,Am_7,Dm_7,Dm_11,G_7_s4,G_7,C,C_2,C/E,C/E,F,F,G,G_7,Em,Em_7,Am,Am_7,Dm_7,G_7,C,C,C
Shining The Morning - b,F_2,F_2,G_7/F,G_9/F,Em,Em_7,Am,Am_7,Dm_7,Dm_7,G,G_7,C_s4,C_s4,C,C_7,F_2,F_2,G_7/F,G_9/F,Em,Em_7,Am,Am_7,Dm_7,Dm_7,G_9,G_13,C,C_s4,C,C,C
My Love - Verse,C,C,G,G,Em,Em,Am,Am_7/G,F,F,F,F,G_s4,G_s4,G,G/B,C,C,G,G,Em,Em/B,Am,C/G,F,F,F,D_7/F#,G_s4,G_s4,G,G,C
My Love - Chorus,F,F,C,C,F,F,C,C,F,F,C,Am_7,D_7,D_7,G,G,F,F,C,C,F,F_2,C,C,F,F,C,Am_7,D_7,D_7,G,G,C
You Can Do It,F,F,G,G,Em,Em,Am,Am,F,F,G,G,C,C,C,C,F,F,G,G,Em,Em,Am,Am,F,F,F_6,F_6,G,G,G,G_7,C
Mighty Salmon,C,C,C,C,E_7,E_7,E_7,E_7,F,F,Fm,Fm,C,C,C,C,D_7,D_7,G,G,F,F,C,C/G,E_7,E_7,F,F,C,C,G,G/D,C
DuckTales - The Moon - a,C_s2,C_s2,C,C,G_7/B,G_7/B,G_7/B,G_7/B,Am_4,Am_4,Am_4,Am_4,C_s4/G,C_s4/G,C/G,C/G,F_2,F_2,F,F,D_7/F#,D_7/F#,D_7/F#,D_7/F#,G_s4,G_s4,G_s4,G_s4,G,G,G,G,C
DuckTales - The Moon - b,C_s2,C_s2,C,C,Bb_6,Bb_6,Bb_6,Bb_6,F_M13/A,F_M13/A,F_M13/A,F_M13/A,Fm_M13/Ab,Fm_M13/Ab,Fm_M13/Ab,Fm_M13/Ab,G_13_s4,G_13_s4,G_13_s4,G_13_s4,D_7/F#,D_7/F#,G,G,Ab_M#11,Ab_M#11,Bb_2,Bb_2,C,C,C,C,C
Uncharted Waters - Mast in the Mist - a,F_M7,F_M7,F_M9,F_M9,C/E,C/E,C/E,C/E,Ab_M7,Ab_M7,Bb_2_(7),Bb_2_(7),Am_7,Am_7,Am_7,Am_7,F_M7,F_M7,F_M9,F_M9,C/E,C/E,C/E,C/E,Ab_M7,Ab_M7,Bb_2_(11),Bb_2_(11),C,C,C,C,C
Uncharted Waters - Mast in the Mist - b,Gm_7,Gm_7,Gm_7,Gm_7,F,F,F_2,F,Ab_M7,Ab_M7,Eb_M7,Eb_M7,F_2/A,F_2/A,G_2/B,G_2/B,F_M7,F_M7,F_M9,F_M9,C/E,C/E,C/E,C/E,Ab_M7,Ab_M7,Bb_2,Bb_2,C,C,C,C,C
Over The Rainbow - verse 1,C,C,C,C,Em,Em,Em,C_7/E,F_M7,F_M7,F_M13,F_M13,C_2/E,C/E,C/E,C_7/E,F_M7,F_M7,Bdim/F,Bdim/F,C_6/G,C_6/G,A_b9,A_b9,D_7,D_7,G_7,G_7,C,C,G_13,G_7,C
Over The Rainbow - verse 2,C,C,C,C,Em,Em,Em,C_7/E,F_M7,F_M7,F_M13,F_M13,C_2/E,C/E,C/E,C_7/E,F_M7,F_M7,Bdim,Bdim,C_6,C_6,A_b9,A_b9,D_7,D_7,G_7,G_7,C,C,C,C,C
Over The Rainbow - chorus,C,C,C,C,Dm_7/C,Dm_7/C,Dm_7/C,Dm_7/C,C,C,C,C,Dm_7/C,Dm_7/C,G,G_7,C,C,C,C,F#dim/Eb,F#dim/Eb,F#dim/Eb,F#dim/Eb,G_7_(hm)/D,G_7_(hm)/D,G_b13/D,G_b13/D,G_7_(hm),G_7_(hm),G_7_(hm),G_7_(hm),C
The Legend Of Heroes Ⅲ - Mayori no Mori,Dm_7,G/D,G/D,Dm_7,C_2_s4,G_2,G_2,G_9_s4,Dm_7,G/D,G/D,Dm_7,C_2_s4,G,G,G_7_s4,Bb_M7,Bb_M9,C_(7),C_(7),G,G,D,D,Bb_M7,Bb_M9,C_(7),C_(7),G,G,D,D,Dm
Circus Charlie Stage 1 - a,C,C,C,C,C,C/E,C,C,G_7/B,G_7/B,C,C,D_7/A,D_7,G,G/D,C,C,C,C,C,C/E,C,C,F_M9,Dm_9,Bhdim,C_M7/E,F_6,G_7,C,C,C
Circus Charlie Stage 1 - b,G_7/B,C_s4,G_7/D,D#dim,C/E,G/B,C,C/E,G_7/B,C_s4,G_7/D,D#dim,C/E,G/B,C,C/E,F,F,C/E,C,G#dim/D,G#dim,Am,C/G,F,F,C/E,C#dim,Dm,G,C,C,C
Circus Charlie Stage 2 - a,C,C/G,C,C/G,D,D/A,D,D/A,G_7/D,G_7,G_7/D,G_7,C,C/G,C,G/B,C,C/G,C,C/G,D,D/A,D,D/A,G_7/D,G_7,G_7/D,G_7,C,C/G,C,G_7,C
Circus Charlie Stage 2 - b,C,C/G,C,C/G,Dm,Dm/A,Dm,Dm/A,G_7,G_7/D,G_7,G_7/D,C,C/G,C,C/G,C,C/G,A_7/C#,A_7,Dm,Dm,F#dim,F#dim/A,G_v46,G_v46,G_7,G_7/D,C,C/G,G_7,G_7,C
Professor Layton - End Theme - verse,C,C,F_2,F_2,G,G,Am_7,Am_7,C_2,C_2,F_2,F_2,G,G,Am_7,Am_7,C_2,C_2,F_2,F_2,G,G,Am_7,Am_7,C_2,C_2,F_2,F_2,G,G,Am_7,Am_7,C
Professor Layton - End Theme - chorus,F_M9,F_M9,F_M9,F_M9,Em_7,Em_7,Em_7,Em_7,Dm_7,Dm_7,Dm_7,Dm_7,Em_7,Em_7,C_13,C_7,F_M9,F_M9,F_M9,F_M9,Em,E_7/G#,Am,Am,F,F,Fm,Fm,G_9_s4,G_9_s4,G_s4,G_s4,C
Maple Story - Pantheon - a,C,C,C,C,Am_7,Am_7,Am_7,Am_7,F,F,F_2,F_2,Fm,Fm,Fm_6,Fm_6,C/E,C/E,C/E,C/E,Am_7,Am_7,Am_7,Am_7,F,F,F_2,F_2,Fm,Fm,Fm_6,Fm_6,C
Maple Story - Pantheon - b,C,C,C,C,Am_7,Am_7,Am_7,Am_7,F#hdim,F#hdim,F#hdim,F#hdim,Fm,Fm,Fm_6,Fm_6,C,C,C,C,Am_7,Am_7,Am_7,Am_7,Dm_7,Dm_7,C,C,Fm_2,Fm_2,Fm_2,Fm_2,C
Maple Story - Pantheon - c,C,C,C,C,Am_7,Am_7,Am_7,Am_7,F,F,F_2,F_2,Fm,Fm,Fm_6,Fm_6,Em_7,Em_7,Em_7,Em_7,Am,Am,Am,Am_7,Dm,Dm,Dm_7,Dm_7,G_7_s4,G_7_s4,G_7,G_7,C
Maple Story - Forgotten Names - a,Am,Am,G_6,G_6,D_7/F#,D_7/F#,D_7/F#,D_7/F#,F,F,G_s4,G_s4,Am,Am,Am,Am,Am,Am,G/B,G_7/B,C_M7,C_M7,D_7,D_7,F,F,G,G,Am,Am,Am,Am,Am
Maple Story - Forgotten Names - b,Am,Am,G_6,G_6,D_7/F#,D_7/F#,D_7/F#,D_7/F#,F,F,G_s4,G_s4,Am,Am,Am,Am,Am,Am,G/B,G_7/B,C_M7,C_M7,D_7,D_7,F,F,G,G,A_(9),A_(9),A_(9),A_(9),Am
Maple Story - Forgotten Names - c,C,C,C,C_6,D_9,D_9,D_7,D_7,F,F,G_s4,G_s4,C_M7,C_M7,C_M7,C_M7,C,C,C,C,D_7,D_7,D_7,D_7,F,F,G,G_7,Am,Am,Am,Am,Am
Sonic Advance 3  - Ending A,C,C,C,C,Am,Am,Am,Am,Ab,Ab,Ab,Ab_M7,Bb_7,Bb_7,Bb_(7),Bb_(7),Em,Em,Em,Em,Am_7,Am_7,Am,Am,Ab,Ab,Ab,Ab_M7,Bb_7,Bb_7,Bb_(7),Bb_(7),C
Basic 1,C,C,C,C,C,C,C,C,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,F,F,F,F,F,F,F,F,G,G,G,G,G,G,G,G,C
Basic 2,C,C,C,C,C,C,C,C,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,G,G,G,G,G,G,G,G,C,C,C,C,C,C,C,C,C
Basic 3,C,C,C,C,C,C,C,C,Dm,Dm,Dm,Dm,Dm,Dm,Dm,Dm,G,G,G,G,G,G,G,G,C,C,C,C,G,G,G,G,C
Basic 4,C,C,C,C,C,C,C,C,Em,Em,Em,Em,Em,Em,Em,Em,F,F,F,F,F,F,F,F,G,G,G,G,G,G,G,G,C
Basic 5,C,C,C,C,C,C,C,C,Em,Em,Em,Em,Em,Em,Em,Em,Am,Am,Am,Am,Am,Am,Am,Am,F,F,F,F,F,F,F,F,C
